player_pair,pass_percentage_1,total_passes_1,pass_percentage_2,total_passes_2
"Meaghan Rickard, Brittany Colton",0,0,0,0
"Meaghan Rickard, Brooke Stacey",0,0,0,0
"Meaghan Rickard, Carly Jackson",0,0,0,0
"Meaghan Rickard, Cassidy MacPherson",0,0,0,0
"Meaghan Rickard, Caty Flagg",0,0,0,0
"Meaghan Rickard, Dominique Kremer",0,0,0,0
"Meaghan Rickard, Erin Gehen",0,0,0,0
"Meaghan Rickard, Hunter Accursi",0,0,0,0
"Meaghan Rickard, Iveta Klimasova",0,0,0,0
"Meaghan Rickard, Jordan Juron",0,0,0,0
"Meaghan Rickard, Kayla Meneghin",0,0,0,0
"Meaghan Rickard, Kristin Lewicki",0,0,0,0
"Meaghan Rickard, Lenka Curmova",0,0,0,0
"Meaghan Rickard, Lisa Chesson",0,0,0,0
"Meaghan Rickard, Marie-Jo Pelletier",0,0,0,0
"Meaghan Rickard, Megan Delay",0,0,0,0
"Meaghan Rickard, Neve Van Pelt",0,0,0,0
"Meaghan Rickard, Taylor Wasylk",0,0,0,0
"Meaghan Rickard, Whitney Dove",0,0,0,0
"Meaghan Rickard, Abbie Ives",0,0,0,0
"Meaghan Rickard, Alyssa Wohlfeiler",0,0,0,0
"Meaghan Rickard, Amanda Conway",0,0,0,0
"Meaghan Rickard, Brooke Wolejko",0,0,0,0
"Meaghan Rickard, Elena Orlando",0,0,0,0
"Meaghan Rickard, Emma Vlasic",0,0,0,0
"Meaghan Rickard, Grace Klienbach",0,0,0,0
"Meaghan Rickard, Hanna Beattie",0,0,0,0
"Meaghan Rickard, Janine Weber",0,0,0,0
"Meaghan Rickard, Katelynn Russ",0,0,0,0
"Meaghan Rickard, Kaycie Anderson",0,0,0,0
"Meaghan Rickard, Kayla Friesen",0,0,0,0
"Meaghan Rickard, Laurel Hill",0,0,0,0
"Meaghan Rickard, Mackenzie Lancaster",0,0,0,0
"Meaghan Rickard, Maddie Bishop",0,0,0,0
"Meaghan Rickard, Maeve Reilly",0,0,0,0
"Meaghan Rickard, Maggie LaGue",0,0,0,0
"Meaghan Rickard, Mariah Fujimagari",0,0,0,0
"Meaghan Rickard, Nicole Guagliardo",0,0,0,0
"Meaghan Rickard, Rachael Ade",0,0,0,0
"Meaghan Rickard, Sarah Hughson",0,0,0,0
"Meaghan Rickard, Sarah Schwenzfeier",0,0,0,0
"Meaghan Rickard, Shannon Doyle",0,0,0,0
"Meaghan Rickard, Taylor Marchin",0,0,0,0
"Meaghan Rickard, Tori Howran",0,0,0,0
"Meaghan Rickard, Allie Olnowich",0,0,0,0
"Meaghan Rickard, Brooke Avery",0,0,0,0
"Meaghan Rickard, Cailey Hutchison",0,0,0,0
"Meaghan Rickard, Emily Janiga",0,0,0,0
"Meaghan Rickard, Jayne Lewis",0,0,0,0
"Meaghan Rickard, Kate Leary",0,0,0,0
"Meaghan Rickard, Kelly Babstock",0,0,0,0
"Meaghan Rickard, Kendall Cornine",0,0,0,0
"Meaghan Rickard, Kiira Dosdall",0,0,0,0
"Meaghan Rickard, Leila Kilduff",0,0,0,0
"Meaghan Rickard, Madison Packer",0,0,0,0
"Meaghan Rickard, Mallory Rushton",0,0,0,0
"Meaghan Rickard, Paige Voight",0,0,0,0
"Meaghan Rickard, Rebecca Morse",0,0,0,0
"Meaghan Rickard, Rebecca Russo",0,0,0,0
"Meaghan Rickard, Sammy Kolowrat",0,0,0,0
"Meaghan Rickard, Saroya Tinker",0,0,0,0
"Meaghan Rickard, Sonjia Shelly",0,0,0,0
"Meaghan Rickard, Tera Hofmann",0,0,0,0
"Meaghan Rickard, Theresa Knutson",0,0,0,0
"Meaghan Rickard, Allie Thunstrom",0,0,0,0
"Meaghan Rickard, Amanda Leveille",0,0,0,0
"Meaghan Rickard, Audra Richards",0,0,0,0
"Meaghan Rickard, Brooke White",0,0,0,0
"Meaghan Rickard, Chelsey Brodt-Rosenthal",0,0,0,0
"Meaghan Rickard, Emma Stauber",0,0,0,0
"Meaghan Rickard, Haley Mack",0,0,0,0
"Meaghan Rickard, Haylea Schmid",0,0,0,0
"Meaghan Rickard, Jonna Curtis",0,0,0,0
"Meaghan Rickard, Lynn Astrup",0,0,0,0
"Meaghan Rickard, Maddie Rowe",0,0,0,0
"Meaghan Rickard, Meaghan Pezon",0,0,0,0
"Meaghan Rickard, Meghan Lorence",0,0,0,0
"Meaghan Rickard, Nina Rodgers",0,0,0,0
"Meaghan Rickard, Rose Alleva",0,0,0,0
"Meaghan Rickard, Sara Bustad",0,0,0,0
"Meaghan Rickard, Stephanie Anderson",0,0,0,0
"Meaghan Rickard, Sydney Baldwin",0,0,0,0
"Meaghan Rickard, Winny Brodt-Brown",0,0,0,0
"Meaghan Rickard, Amy Curlew",0,0,0,0
"Meaghan Rickard, Breanne Wilson-Bennett",0,0,0,0
"Meaghan Rickard, Brooke Boquist",0,0,0,0
"Meaghan Rickard, Elaine Chuli",0,0,0,0
"Meaghan Rickard, Emily Fluke",0,0,0,0
"Meaghan Rickard, Emma Greco",0,0,0,0
"Meaghan Rickard, Emma Woods",0,0,0,0
"Meaghan Rickard, Julie Allen",0,0,0,0
"Meaghan Rickard, Kristen Barbara",0,0,0,0
"Meaghan Rickard, Lindsay Eastwood",0,0,0,0
"Meaghan Rickard, Mackenzie MacNeil",0,0,0,0
"Meaghan Rickard, Megan Quinn",0,0,0,0
"Meaghan Rickard, Mikyla Grant-Mentis",0,0,0,0
"Meaghan Rickard, Natalie Marcuzzi",0,0,0,0
"Meaghan Rickard, Samantha Ridgewell",0,0,0,0
"Meaghan Rickard, Sarah Steele",0,0,0,0
"Meaghan Rickard, Sarah-Eve Coutu Godbout",0,0,0,0
"Meaghan Rickard, Shiann Darkangelo",0,0,0,0
"Meaghan Rickard, Taylor Woods",0,0,0,0
"Meaghan Rickard, Taytum Clairmont",0,0,0,0
"Meghara McManus, Paige Capistran",6.666666667,0.416666667,3,1.818181818
"Meghara McManus, Samantha Davis",5,0.555555556,10,0.545454545
"Meghara McManus, Taylor Turnquist",10,0.277777778,5.789473684,3.454545455
"Meghara McManus, Taylor Wenczkowski",0,0.138888889,0,0.181818182
"Meghara McManus, Tereza Vanisova",7.5,0.555555556,10,0.545454545
"Meghara McManus, Tori Sullivan",0,0,0,0
"Meghara McManus, Victoria Hanson",0,0,0,0
"Meghara McManus, Alyson Matteau",0,0,0,0
"Meghara McManus, Autumn MacDougall",0,0,0,0
"Meghara McManus, Brittany Colton",0,0,0,0
"Meghara McManus, Brooke Stacey",0,0,0,0
"Meghara McManus, Carly Jackson",0,0,0,0
"Meghara McManus, Cassidy MacPherson",0,0,0,0
"Meghara McManus, Caty Flagg",0,0,0,0
"Meghara McManus, Dominique Kremer",0,0,0,0
"Meghara McManus, Erin Gehen",0,0,0,0
"Meghara McManus, Hunter Accursi",0,0,0,0
"Meghara McManus, Iveta Klimasova",0,0,0,0
"Meghara McManus, Jordan Juron",0,0,0,0
"Meghara McManus, Kayla Meneghin",0,0,0,0
"Meghara McManus, Kristin Lewicki",0,0,0,0
"Meghara McManus, Lenka Curmova",0,0,0,0
"Meghara McManus, Lisa Chesson",0,0,0,0
"Meghara McManus, Marie-Jo Pelletier",0,0,0,0
"Meghara McManus, Megan Delay",0,0,0,0
"Meghara McManus, Neve Van Pelt",0,0,0,0
"Meghara McManus, Taylor Wasylk",0,0,0,0
"Meghara McManus, Whitney Dove",0,0,0,0
"Meghara McManus, Abbie Ives",0,0,0,0
"Meghara McManus, Alyssa Wohlfeiler",0,0,0,0
"Meghara McManus, Amanda Conway",0,0,0,0
"Meghara McManus, Brooke Wolejko",0,0,0,0
"Meghara McManus, Elena Orlando",0,0,0,0
"Meghara McManus, Emma Vlasic",0,0,0,0
"Meghara McManus, Grace Klienbach",0,0,0,0
"Meghara McManus, Hanna Beattie",0,0,0,0
"Meghara McManus, Janine Weber",0,0,0,0
"Meghara McManus, Katelynn Russ",0,0,0,0
"Meghara McManus, Kaycie Anderson",0,0,0,0
"Meghara McManus, Kayla Friesen",0,0,0,0
"Meghara McManus, Laurel Hill",0,0,0,0
"Meghara McManus, Mackenzie Lancaster",0,0,0,0
"Meghara McManus, Maddie Bishop",0,0,0,0
"Meghara McManus, Maeve Reilly",0,0,0,0
"Meghara McManus, Maggie LaGue",0,0,0,0
"Meghara McManus, Mariah Fujimagari",0,0,0,0
"Meghara McManus, Nicole Guagliardo",0,0,0,0
"Meghara McManus, Rachael Ade",0,0,0,0
"Meghara McManus, Sarah Hughson",0,0,0,0
"Meghara McManus, Sarah Schwenzfeier",0,0,0,0
"Meghara McManus, Shannon Doyle",0,0,0,0
"Meghara McManus, Taylor Marchin",0,0,0,0
"Meghara McManus, Tori Howran",0,0,0,0
"Meghara McManus, Allie Olnowich",0,0,0,0
"Meghara McManus, Brooke Avery",0,0,0,0
"Meghara McManus, Cailey Hutchison",0,0,0,0
"Meghara McManus, Emily Janiga",0,0,0,0
"Meghara McManus, Jayne Lewis",0,0,0,0
"Meghara McManus, Kate Leary",0,0,0,0
"Meghara McManus, Kelly Babstock",0,0,0,0
"Meghara McManus, Kendall Cornine",0,0,0,0
"Meghara McManus, Kiira Dosdall",0,0,0,0
"Meghara McManus, Leila Kilduff",0,0,0,0
"Meghara McManus, Madison Packer",0,0,0,0
"Meghara McManus, Mallory Rushton",0,0,0,0
"Meghara McManus, Paige Voight",0,0,0,0
"Meghara McManus, Rebecca Morse",0,0,0,0
"Meghara McManus, Rebecca Russo",0,0,0,0
"Meghara McManus, Sammy Kolowrat",0,0,0,0
"Meghara McManus, Saroya Tinker",0,0,0,0
"Meghara McManus, Sonjia Shelly",0,0,0,0
"Meghara McManus, Tera Hofmann",0,0,0,0
"Meghara McManus, Theresa Knutson",0,0,0,0
"Meghara McManus, Allie Thunstrom",0,0,0,0
"Meghara McManus, Amanda Leveille",0,0,0,0
"Meghara McManus, Audra Richards",0,0,0,0
"Meghara McManus, Brooke White",0,0,0,0
"Meghara McManus, Chelsey Brodt-Rosenthal",0,0,0,0
"Meghara McManus, Emma Stauber",0,0,0,0
"Meghara McManus, Haley Mack",0,0,0,0
"Meghara McManus, Haylea Schmid",0,0,0,0
"Meghara McManus, Jonna Curtis",0,0,0,0
"Meghara McManus, Lynn Astrup",0,0,0,0
"Meghara McManus, Maddie Rowe",0,0,0,0
"Meghara McManus, Meaghan Pezon",0,0,0,0
"Meghara McManus, Meghan Lorence",0,0,0,0
"Meghara McManus, Nina Rodgers",0,0,0,0
"Meghara McManus, Rose Alleva",0,0,0,0
"Meghara McManus, Sara Bustad",0,0,0,0
"Meghara McManus, Stephanie Anderson",0,0,0,0
"Meghara McManus, Sydney Baldwin",0,0,0,0
"Meghara McManus, Winny Brodt-Brown",0,0,0,0
"Meghara McManus, Amy Curlew",0,0,0,0
"Meghara McManus, Breanne Wilson-Bennett",0,0,0,0
"Meghara McManus, Brooke Boquist",0,0,0,0
"Meghara McManus, Elaine Chuli",0,0,0,0
"Meghara McManus, Emily Fluke",0,0,0,0
"Meghara McManus, Emma Greco",0,0,0,0
"Meghara McManus, Emma Woods",0,0,0,0
"Meghara McManus, Julie Allen",0,0,0,0
"Meghara McManus, Kristen Barbara",0,0,0,0
"Meghara McManus, Lindsay Eastwood",0,0,0,0
"Meghara McManus, Mackenzie MacNeil",0,0,0,0
"Meghara McManus, Megan Quinn",0,0,0,0
"Meghara McManus, Mikyla Grant-Mentis",0,0,0,0
"Meghara McManus, Natalie Marcuzzi",0,0,0,0
"Meghara McManus, Samantha Ridgewell",0,0,0,0
"Meghara McManus, Sarah Steele",0,0,0,0
"Meghara McManus, Sarah-Eve Coutu Godbout",0,0,0,0
"Meghara McManus, Shiann Darkangelo",0,0,0,0
"Meghara McManus, Taylor Woods",0,0,0,0
"Meghara McManus, Taytum Clairmont",0,0,0,0
"Paige Capistran, Samantha Davis",6.923076923,1.805555556,8.333333333,1.090909091
"Paige Capistran, Taylor Turnquist",10,0.277777778,0,0
"Paige Capistran, Taylor Wenczkowski",8,1.388888889,10,1.090909091
"Paige Capistran, Tereza Vanisova",5.555555556,1.25,8.333333333,1.090909091
"Paige Capistran, Tori Sullivan",6.153846154,1.805555556,10,0.181818182
"Paige Capistran, Victoria Hanson",0,0,10,0.181818182
"Paige Capistran, Alyson Matteau",0,0,0,0
"Paige Capistran, Autumn MacDougall",0,0,0,0
"Paige Capistran, Brittany Colton",0,0,0,0
"Paige Capistran, Brooke Stacey",0,0,0,0
"Paige Capistran, Carly Jackson",0,0,0,0
"Paige Capistran, Cassidy MacPherson",0,0,0,0
"Paige Capistran, Caty Flagg",0,0,0,0
"Paige Capistran, Dominique Kremer",0,0,0,0
"Paige Capistran, Erin Gehen",0,0,0,0
"Paige Capistran, Hunter Accursi",0,0,0,0
"Paige Capistran, Iveta Klimasova",0,0,0,0
"Paige Capistran, Jordan Juron",0,0,0,0
"Paige Capistran, Kayla Meneghin",0,0,0,0
"Paige Capistran, Kristin Lewicki",0,0,0,0
"Paige Capistran, Lenka Curmova",0,0,0,0
"Paige Capistran, Lisa Chesson",0,0,0,0
"Paige Capistran, Marie-Jo Pelletier",0,0,0,0
"Paige Capistran, Megan Delay",0,0,0,0
"Paige Capistran, Neve Van Pelt",0,0,0,0
"Paige Capistran, Taylor Wasylk",0,0,0,0
"Paige Capistran, Whitney Dove",0,0,0,0
"Paige Capistran, Abbie Ives",0,0,0,0
"Paige Capistran, Alyssa Wohlfeiler",0,0,0,0
"Paige Capistran, Amanda Conway",0,0,0,0
"Paige Capistran, Brooke Wolejko",0,0,0,0
"Paige Capistran, Elena Orlando",0,0,0,0
"Paige Capistran, Emma Vlasic",0,0,0,0
"Paige Capistran, Grace Klienbach",0,0,0,0
"Paige Capistran, Hanna Beattie",0,0,0,0
"Paige Capistran, Janine Weber",0,0,0,0
"Paige Capistran, Katelynn Russ",0,0,0,0
"Paige Capistran, Kaycie Anderson",0,0,0,0
"Paige Capistran, Kayla Friesen",0,0,0,0
"Paige Capistran, Laurel Hill",0,0,0,0
"Paige Capistran, Mackenzie Lancaster",0,0,0,0
"Paige Capistran, Maddie Bishop",0,0,0,0
"Paige Capistran, Maeve Reilly",0,0,0,0
"Paige Capistran, Maggie LaGue",0,0,0,0
"Paige Capistran, Mariah Fujimagari",0,0,0,0
"Paige Capistran, Nicole Guagliardo",0,0,0,0
"Paige Capistran, Rachael Ade",0,0,0,0
"Paige Capistran, Sarah Hughson",0,0,0,0
"Paige Capistran, Sarah Schwenzfeier",0,0,0,0
"Paige Capistran, Shannon Doyle",0,0,0,0
"Paige Capistran, Taylor Marchin",0,0,0,0
"Paige Capistran, Tori Howran",0,0,0,0
"Paige Capistran, Allie Olnowich",0,0,0,0
"Paige Capistran, Brooke Avery",0,0,0,0
"Paige Capistran, Cailey Hutchison",0,0,0,0
"Paige Capistran, Emily Janiga",0,0,0,0
"Paige Capistran, Jayne Lewis",0,0,0,0
"Paige Capistran, Kate Leary",0,0,0,0
"Paige Capistran, Kelly Babstock",0,0,0,0
"Paige Capistran, Kendall Cornine",0,0,0,0
"Paige Capistran, Kiira Dosdall",0,0,0,0
"Paige Capistran, Leila Kilduff",0,0,0,0
"Paige Capistran, Madison Packer",0,0,0,0
"Paige Capistran, Mallory Rushton",0,0,0,0
"Paige Capistran, Paige Voight",0,0,0,0
"Paige Capistran, Rebecca Morse",0,0,0,0
"Paige Capistran, Rebecca Russo",0,0,0,0
"Paige Capistran, Sammy Kolowrat",0,0,0,0
"Paige Capistran, Saroya Tinker",0,0,0,0
"Paige Capistran, Sonjia Shelly",0,0,0,0
"Paige Capistran, Tera Hofmann",0,0,0,0
"Paige Capistran, Theresa Knutson",0,0,0,0
"Paige Capistran, Allie Thunstrom",0,0,0,0
"Paige Capistran, Amanda Leveille",0,0,0,0
"Paige Capistran, Audra Richards",0,0,0,0
"Paige Capistran, Brooke White",0,0,0,0
"Paige Capistran, Chelsey Brodt-Rosenthal",0,0,0,0
"Paige Capistran, Emma Stauber",0,0,0,0
"Paige Capistran, Haley Mack",0,0,0,0
"Paige Capistran, Haylea Schmid",0,0,0,0
"Paige Capistran, Jonna Curtis",0,0,0,0
"Paige Capistran, Lynn Astrup",0,0,0,0
"Paige Capistran, Maddie Rowe",0,0,0,0
"Paige Capistran, Meaghan Pezon",0,0,0,0
"Paige Capistran, Meghan Lorence",0,0,0,0
"Paige Capistran, Nina Rodgers",0,0,0,0
"Paige Capistran, Rose Alleva",0,0,0,0
"Paige Capistran, Sara Bustad",0,0,0,0
"Paige Capistran, Stephanie Anderson",0,0,0,0
"Paige Capistran, Sydney Baldwin",0,0,0,0
"Paige Capistran, Winny Brodt-Brown",0,0,0,0
"Paige Capistran, Amy Curlew",0,0,0,0
"Paige Capistran, Breanne Wilson-Bennett",0,0,0,0
"Paige Capistran, Brooke Boquist",0,0,0,0
"Paige Capistran, Elaine Chuli",0,0,0,0
"Paige Capistran, Emily Fluke",0,0,0,0
"Paige Capistran, Emma Greco",0,0,0,0
"Paige Capistran, Emma Woods",0,0,0,0
"Paige Capistran, Julie Allen",0,0,0,0
"Paige Capistran, Kristen Barbara",0,0,0,0
"Paige Capistran, Lindsay Eastwood",0,0,0,0
"Paige Capistran, Mackenzie MacNeil",0,0,0,0
"Paige Capistran, Megan Quinn",0,0,0,0
"Paige Capistran, Mikyla Grant-Mentis",0,0,0,0
"Paige Capistran, Natalie Marcuzzi",0,0,0,0
"Paige Capistran, Samantha Ridgewell",0,0,0,0
"Paige Capistran, Sarah Steele",0,0,0,0
"Paige Capistran, Sarah-Eve Coutu Godbout",0,0,0,0
"Paige Capistran, Shiann Darkangelo",0,0,0,0
"Paige Capistran, Taylor Woods",0,0,0,0
"Paige Capistran, Taytum Clairmont",0,0,0,0
"Samantha Davis, Taylor Turnquist",9.333333333,2.083333333,7.272727273,4
"Samantha Davis, Taylor Wenczkowski",5.294117647,2.361111111,6.666666667,3.818181818
"Samantha Davis, Tereza Vanisova",6.666666667,5.833333333,7.222222222,6.545454545
"Samantha Davis, Tori Sullivan",4,0.694444444,8.75,2.909090909
"Samantha Davis, Victoria Hanson",0,0,10,0.181818182
"Samantha Davis, Alyson Matteau",0,0,0,0
"Samantha Davis, Autumn MacDougall",0,0,0,0
"Samantha Davis, Brittany Colton",0,0,0,0
"Samantha Davis, Brooke Stacey",0,0,0,0
"Samantha Davis, Carly Jackson",0,0,0,0
"Samantha Davis, Cassidy MacPherson",0,0,0,0
"Samantha Davis, Caty Flagg",0,0,0,0
"Samantha Davis, Dominique Kremer",0,0,0,0
"Samantha Davis, Erin Gehen",0,0,0,0
"Samantha Davis, Hunter Accursi",0,0,0,0
"Samantha Davis, Iveta Klimasova",0,0,0,0
"Samantha Davis, Jordan Juron",0,0,0,0
"Samantha Davis, Kayla Meneghin",0,0,0,0
"Samantha Davis, Kristin Lewicki",0,0,0,0
"Samantha Davis, Lenka Curmova",0,0,0,0
"Samantha Davis, Lisa Chesson",0,0,0,0
"Samantha Davis, Marie-Jo Pelletier",0,0,0,0
"Samantha Davis, Megan Delay",0,0,0,0
"Samantha Davis, Neve Van Pelt",0,0,0,0
"Samantha Davis, Taylor Wasylk",0,0,0,0
"Samantha Davis, Whitney Dove",0,0,0,0
"Samantha Davis, Abbie Ives",0,0,0,0
"Samantha Davis, Alyssa Wohlfeiler",0,0,0,0
"Samantha Davis, Amanda Conway",0,0,0,0
"Samantha Davis, Brooke Wolejko",0,0,0,0
"Samantha Davis, Elena Orlando",0,0,0,0
"Samantha Davis, Emma Vlasic",0,0,0,0
"Samantha Davis, Grace Klienbach",0,0,0,0
"Samantha Davis, Hanna Beattie",0,0,0,0
"Samantha Davis, Janine Weber",0,0,0,0
"Samantha Davis, Katelynn Russ",0,0,0,0
"Samantha Davis, Kaycie Anderson",0,0,0,0
"Samantha Davis, Kayla Friesen",0,0,0,0
"Samantha Davis, Laurel Hill",0,0,0,0
"Samantha Davis, Mackenzie Lancaster",0,0,0,0
"Samantha Davis, Maddie Bishop",0,0,0,0
"Samantha Davis, Maeve Reilly",0,0,0,0
"Samantha Davis, Maggie LaGue",0,0,0,0
"Samantha Davis, Mariah Fujimagari",0,0,0,0
"Samantha Davis, Nicole Guagliardo",0,0,0,0
"Samantha Davis, Rachael Ade",0,0,0,0
"Samantha Davis, Sarah Hughson",0,0,0,0
"Samantha Davis, Sarah Schwenzfeier",0,0,0,0
"Samantha Davis, Shannon Doyle",0,0,0,0
"Samantha Davis, Taylor Marchin",0,0,0,0
"Samantha Davis, Tori Howran",0,0,0,0
"Samantha Davis, Allie Olnowich",0,0,0,0
"Samantha Davis, Brooke Avery",0,0,0,0
"Samantha Davis, Cailey Hutchison",0,0,0,0
"Samantha Davis, Emily Janiga",0,0,0,0
"Samantha Davis, Jayne Lewis",0,0,0,0
"Samantha Davis, Kate Leary",0,0,0,0
"Samantha Davis, Kelly Babstock",0,0,0,0
"Samantha Davis, Kendall Cornine",0,0,0,0
"Samantha Davis, Kiira Dosdall",0,0,0,0
"Samantha Davis, Leila Kilduff",0,0,0,0
"Samantha Davis, Madison Packer",0,0,0,0
"Samantha Davis, Mallory Rushton",0,0,0,0
"Samantha Davis, Paige Voight",0,0,0,0
"Samantha Davis, Rebecca Morse",0,0,0,0
"Samantha Davis, Rebecca Russo",0,0,0,0
"Samantha Davis, Sammy Kolowrat",0,0,0,0
"Samantha Davis, Saroya Tinker",0,0,0,0
"Samantha Davis, Sonjia Shelly",0,0,0,0
"Samantha Davis, Tera Hofmann",0,0,0,0
"Samantha Davis, Theresa Knutson",0,0,0,0
"Samantha Davis, Allie Thunstrom",0,0,0,0
"Samantha Davis, Amanda Leveille",0,0,0,0
"Samantha Davis, Audra Richards",0,0,0,0
"Samantha Davis, Brooke White",0,0,0,0
"Samantha Davis, Chelsey Brodt-Rosenthal",0,0,0,0
"Samantha Davis, Emma Stauber",0,0,0,0
"Samantha Davis, Haley Mack",0,0,0,0
"Samantha Davis, Haylea Schmid",0,0,0,0
"Samantha Davis, Jonna Curtis",0,0,0,0
"Samantha Davis, Lynn Astrup",0,0,0,0
"Samantha Davis, Maddie Rowe",0,0,0,0
"Samantha Davis, Meaghan Pezon",0,0,0,0
"Samantha Davis, Meghan Lorence",0,0,0,0
"Samantha Davis, Nina Rodgers",0,0,0,0
"Samantha Davis, Rose Alleva",0,0,0,0
"Samantha Davis, Sara Bustad",0,0,0,0
"Samantha Davis, Stephanie Anderson",0,0,0,0
"Samantha Davis, Sydney Baldwin",0,0,0,0
"Samantha Davis, Winny Brodt-Brown",0,0,0,0
"Samantha Davis, Amy Curlew",0,0,0,0
"Samantha Davis, Breanne Wilson-Bennett",0,0,0,0
"Samantha Davis, Brooke Boquist",0,0,0,0
"Samantha Davis, Elaine Chuli",0,0,0,0
"Samantha Davis, Emily Fluke",0,0,0,0
"Samantha Davis, Emma Greco",0,0,0,0
"Samantha Davis, Emma Woods",0,0,0,0
"Samantha Davis, Julie Allen",0,0,0,0
"Samantha Davis, Kristen Barbara",0,0,0,0
"Samantha Davis, Lindsay Eastwood",0,0,0,0
"Samantha Davis, Mackenzie MacNeil",0,0,0,0
"Samantha Davis, Megan Quinn",0,0,0,0
"Samantha Davis, Mikyla Grant-Mentis",0,0,0,0
"Samantha Davis, Natalie Marcuzzi",0,0,0,0
"Samantha Davis, Samantha Ridgewell",0,0,0,0
"Samantha Davis, Sarah Steele",0,0,0,0
"Samantha Davis, Sarah-Eve Coutu Godbout",0,0,0,0
"Samantha Davis, Shiann Darkangelo",0,0,0,0
"Samantha Davis, Taylor Woods",0,0,0,0
"Samantha Davis, Taytum Clairmont",0,0,0,0
"Taylor Turnquist, Taylor Wenczkowski",6.666666667,3.333333333,8.75,2.909090909
"Taylor Turnquist, Tereza Vanisova",9.166666667,1.666666667,9.230769231,2.363636364
"Taylor Turnquist, Tori Sullivan",9.166666667,1.666666667,7.5,1.454545455
"Taylor Turnquist, Victoria Hanson",0,0,0,0
"Taylor Turnquist, Alyson Matteau",0,0,0,0
"Taylor Turnquist, Autumn MacDougall",0,0,0,0
"Taylor Turnquist, Brittany Colton",0,0,0,0
"Taylor Turnquist, Brooke Stacey",0,0,0,0
"Taylor Turnquist, Carly Jackson",0,0,0,0
"Taylor Turnquist, Cassidy MacPherson",0,0,0,0
"Taylor Turnquist, Caty Flagg",0,0,0,0
"Taylor Turnquist, Dominique Kremer",0,0,0,0
"Taylor Turnquist, Erin Gehen",0,0,0,0
"Taylor Turnquist, Hunter Accursi",0,0,0,0
"Taylor Turnquist, Iveta Klimasova",0,0,0,0
"Taylor Turnquist, Jordan Juron",0,0,0,0
"Taylor Turnquist, Kayla Meneghin",0,0,0,0
"Taylor Turnquist, Kristin Lewicki",0,0,0,0
"Taylor Turnquist, Lenka Curmova",0,0,0,0
"Taylor Turnquist, Lisa Chesson",0,0,0,0
"Taylor Turnquist, Marie-Jo Pelletier",0,0,0,0
"Taylor Turnquist, Megan Delay",0,0,0,0
"Taylor Turnquist, Neve Van Pelt",0,0,0,0
"Taylor Turnquist, Taylor Wasylk",0,0,0,0
"Taylor Turnquist, Whitney Dove",0,0,0,0
"Taylor Turnquist, Abbie Ives",0,0,0,0
"Taylor Turnquist, Alyssa Wohlfeiler",0,0,0,0
"Taylor Turnquist, Amanda Conway",0,0,0,0
"Taylor Turnquist, Brooke Wolejko",0,0,0,0
"Taylor Turnquist, Elena Orlando",0,0,0,0
"Taylor Turnquist, Emma Vlasic",0,0,0,0
"Taylor Turnquist, Grace Klienbach",0,0,0,0
"Taylor Turnquist, Hanna Beattie",0,0,0,0
"Taylor Turnquist, Janine Weber",0,0,0,0
"Taylor Turnquist, Katelynn Russ",0,0,0,0
"Taylor Turnquist, Kaycie Anderson",0,0,0,0
"Taylor Turnquist, Kayla Friesen",0,0,0,0
"Taylor Turnquist, Laurel Hill",0,0,0,0
"Taylor Turnquist, Mackenzie Lancaster",0,0,0,0
"Taylor Turnquist, Maddie Bishop",0,0,0,0
"Taylor Turnquist, Maeve Reilly",0,0,0,0
"Taylor Turnquist, Maggie LaGue",0,0,0,0
"Taylor Turnquist, Mariah Fujimagari",0,0,0,0
"Taylor Turnquist, Nicole Guagliardo",0,0,0,0
"Taylor Turnquist, Rachael Ade",0,0,0,0
"Taylor Turnquist, Sarah Hughson",0,0,0,0
"Taylor Turnquist, Sarah Schwenzfeier",0,0,0,0
"Taylor Turnquist, Shannon Doyle",0,0,0,0
"Taylor Turnquist, Taylor Marchin",0,0,0,0
"Taylor Turnquist, Tori Howran",0,0,0,0
"Taylor Turnquist, Allie Olnowich",0,0,0,0
"Taylor Turnquist, Brooke Avery",0,0,0,0
"Taylor Turnquist, Cailey Hutchison",0,0,0,0
"Taylor Turnquist, Emily Janiga",0,0,0,0
"Taylor Turnquist, Jayne Lewis",0,0,0,0
"Taylor Turnquist, Kate Leary",0,0,0,0
"Taylor Turnquist, Kelly Babstock",0,0,0,0
"Taylor Turnquist, Kendall Cornine",0,0,0,0
"Taylor Turnquist, Kiira Dosdall",0,0,0,0
"Taylor Turnquist, Leila Kilduff",0,0,0,0
"Taylor Turnquist, Madison Packer",0,0,0,0
"Taylor Turnquist, Mallory Rushton",0,0,0,0
"Taylor Turnquist, Paige Voight",0,0,0,0
"Taylor Turnquist, Rebecca Morse",0,0,0,0
"Taylor Turnquist, Rebecca Russo",0,0,0,0
"Taylor Turnquist, Sammy Kolowrat",0,0,0,0
"Taylor Turnquist, Saroya Tinker",0,0,0,0
"Taylor Turnquist, Sonjia Shelly",0,0,0,0
"Taylor Turnquist, Tera Hofmann",0,0,0,0
"Taylor Turnquist, Theresa Knutson",0,0,0,0
"Taylor Turnquist, Allie Thunstrom",0,0,0,0
"Taylor Turnquist, Amanda Leveille",0,0,0,0
"Taylor Turnquist, Audra Richards",0,0,0,0
